system,evaluation_mode,candidate_pool,n_queries,hit@1,hit@1_ci_low,hit@1_ci_high,hit@1_std,recall@1,recall@1_ci_low,recall@1_ci_high,recall@1_std,ndcg@1,ndcg@1_ci_low,ndcg@1_ci_high,ndcg@1_std,hit@5,hit@5_ci_low,hit@5_ci_high,hit@5_std,recall@5,recall@5_ci_low,recall@5_ci_high,recall@5_std,ndcg@5,ndcg@5_ci_low,ndcg@5_ci_high,ndcg@5_std,hit@10,hit@10_ci_low,hit@10_ci_high,hit@10_std,recall@10,recall@10_ci_low,recall@10_ci_high,recall@10_std,ndcg@10,ndcg@10_ci_low,ndcg@10_ci_high,ndcg@10_std,hit@20,hit@20_ci_low,hit@20_ci_high,hit@20_std,recall@20,recall@20_ci_low,recall@20_ci_high,recall@20_std,ndcg@20,ndcg@20_ci_low,ndcg@20_ci_high,ndcg@20_std,hit@50,hit@50_ci_low,hit@50_ci_high,hit@50_std,recall@50,recall@50_ci_low,recall@50_ci_high,recall@50_std,ndcg@50,ndcg@50_ci_low,ndcg@50_ci_high,ndcg@50_std,hit@100,hit@100_ci_low,hit@100_ci_high,hit@100_std,recall@100,recall@100_ci_low,recall@100_ci_high,recall@100_std,ndcg@100,ndcg@100_ci_low,ndcg@100_ci_high,ndcg@100_std,mrr,mrr_ci_low,mrr_ci_high,mrr_std,mrr@10,mrr@10_ci_low,mrr@10_ci_high,mrr@10_std
bge-large,talent_to_job,observed,230,0.4,0.3347826086956522,0.4608695652173913,0.03211514910861276,0.36159420289855077,0.30253623188405804,0.4213858695652173,0.030484605213946057,0.4,0.3347826086956522,0.4608695652173913,0.03211514910861276,0.7478260869565218,0.691195652173914,0.8043478260869565,0.028724833002158435,0.6720048309178743,0.6146111111111111,0.7276811594202899,0.028925197841145094,0.5528518905656366,0.5002092055261184,0.6044208098829986,0.02667007994557577,0.908695652173913,0.8695652173913043,0.9434782608695652,0.01902639756125132,0.8390338164251209,0.7939855072463768,0.8805797101449274,0.021848096685313206,0.6140946242037065,0.5694999551573564,0.6577628952973124,0.022694905316366084,0.9739130434782609,0.9521739130434783,0.991304347826087,0.010499611794065862,0.9234403036576949,0.8929465148378193,0.9506411318150448,0.014916621385853802,0.6416040357989767,0.6012545944642628,0.6816094098933236,0.02055868749761713,1.0,1.0,1.0,0.0,0.9822981366459627,0.9685274327122153,0.9938923395445135,0.006515995197977915,0.6590786385216733,0.6214505537616343,0.6958733248324895,0.01902087429537505,1.0,1.0,1.0,0.0,0.9978260869565218,0.9942028985507246,1.0,0.0016320565830880863,0.66339574099581,0.6267850536661732,0.6995136308027007,0.018613314770078836,0.5610911646993878,0.5112505129361816,0.6095637183735599,0.02505837786424557,0.555388198757764,0.5048712474120084,0.6049141218081435,0.02557176119347348
bm25,talent_to_job,observed,230,0.48695652173913045,0.4217391304347826,0.5521739130434783,0.03313210767201764,0.42586956521739133,0.36442028985507247,0.4860144927536232,0.031200978450800776,0.48695652173913045,0.4217391304347826,0.5521739130434783,0.03313210767201764,0.782608695652174,0.7304347826086957,0.8347826086956521,0.027018555379268686,0.696328502415459,0.6409402173913045,0.7500006038647343,0.02789665806915017,0.6004742462429205,0.5478878606520226,0.6514008337401319,0.026442904218816208,0.9043478260869565,0.8652173913043478,0.9391304347826087,0.019270385317464563,0.8393961352657004,0.7959649758454107,0.8803381642512077,0.021445566033802987,0.6532874736374352,0.6068679110823029,0.6974390794686001,0.02320485364248001,0.9695652173913043,0.9478260869565217,0.991304347826087,0.011405682230605832,0.9232367149758454,0.8929468599033817,0.9501461352657005,0.014785490861815558,0.679847474385042,0.6381852467294165,0.7199590725786122,0.02097650605118703,1.0,1.0,1.0,0.0,0.9857832988267771,0.9737060041407868,0.9954106280193237,0.005538710783031168,0.6978211066665657,0.6593879298066165,0.7343837413792971,0.01932144245493873,1.0,1.0,1.0,0.0,0.9973084886128364,0.993167701863354,1.0,0.0019367978383036085,0.7011725976163662,0.6632917846889002,0.7370425376616856,0.01900625809060946,0.6231548747505841,0.5726280214743197,0.6716210121075233,0.025549994243709385,0.6173775017253278,0.5658244047619048,0.6669634230503796,0.02613217837898511
jina,talent_to_job,observed,230,0.4260869565217391,0.36086956521739133,0.49130434782608695,0.03284157006290347,0.38456521739130434,0.3233278985507247,0.4454347826086956,0.031086558631364662,0.4260869565217391,0.36086956521739133,0.49130434782608695,0.03284157006290347,0.7565217391304347,0.7,0.808695652173913,0.028055697637793454,0.6772153209109731,0.6207210144927536,0.7312018633540373,0.02827872845581282,0.5590951941565466,0.5064089851943332,0.6103455014844261,0.026534439124771953,0.8956521739130435,0.8565217391304348,0.9305434782608679,0.019923237940126688,0.8140924775707385,0.7677557798481712,0.8575621980676328,0.023024784852278515,0.6100104641215874,0.5630645650462759,0.6561994758209944,0.023581113963985878,0.991304347826087,0.9782608695652174,1.0,0.006138292774481786,0.9279744651483781,0.900844375431332,0.9530700483091789,0.013412540216350747,0.6457959447850301,0.6044221135058886,0.6859222024480133,0.020696774695836716,1.0,1.0,1.0,0.0,0.9900621118012423,0.9816744306418219,0.9971014492753623,0.003881637204395374,0.6646149190125518,0.6265761850986785,0.7017398192812836,0.019171168502265683,1.0,1.0,1.0,0.0,0.9985507246376811,0.9963768115942029,1.0,0.0010388900637638507,0.6671382304881002,0.6294983505221956,0.704019032112761,0.018994206409915667,0.5710070323422558,0.5205547398034001,0.62110563696966,0.02575159817947184,0.563932022084196,0.5120975672877847,0.6153167701863355,0.026389392649906033
minilm,talent_to_job,observed,230,0.4217391304347826,0.3565217391304348,0.48695652173913045,0.03265767136897327,0.37731884057971016,0.3178260869565217,0.4383333333333333,0.030997129858389903,0.4217391304347826,0.3565217391304348,0.48695652173913045,0.03265767136897327,0.7608695652173914,0.7043478260869566,0.8130434782608695,0.028205664579419674,0.663592132505176,0.6064283126293997,0.7183747412008282,0.028457828150291253,0.550003670057037,0.497721138799658,0.6013839042317539,0.026536609984963582,0.8869565217391304,0.8434782608695652,0.9260869565217391,0.020958691566362462,0.8121187025534852,0.7652192028985506,0.8566846963423052,0.0232265213042061,0.6058041985754528,0.5591190695802088,0.6511974241392289,0.023565676083519123,0.9739130434782609,0.9521739130434783,0.991304347826087,0.010419269546508418,0.9203795721187026,0.8899221877156661,0.9485990338164251,0.014992885498703111,0.6397204673731786,0.5985182459672207,0.679610010386963,0.020806738966385043,0.991304347826087,0.9782608695652174,1.0,0.006143674248389271,0.9814699792960663,0.9656996204278813,0.9940303657694962,0.007374414268081879,0.6573930463151014,0.6188315529598959,0.6944800735052821,0.01940537926760088,1.0,1.0,1.0,0.0,0.9963768115942029,0.9898550724637679,1.0,0.0029991404907155914,0.6615742055994913,0.6239264790462977,0.6982255668562136,0.019051530828342746,0.569177679313316,0.5194417608344722,0.6192959944446528,0.025597306282352274,0.5615079365079365,0.5104753709454796,0.6126095583160799,0.02628496339311452
mpnet,talent_to_job,observed,230,0.45217391304347826,0.3869565217391304,0.5173913043478261,0.03310017456078791,0.39746376811594203,0.3376811594202898,0.45798007246376804,0.031023520702746502,0.45217391304347826,0.3869565217391304,0.5173913043478261,0.03310017456078791,0.8173913043478261,0.7652173913043478,0.8652173913043478,0.025279959766275322,0.7070945479641131,0.6545502070393375,0.7587625948930297,0.026971318382439848,0.5884487264354807,0.5378681293899588,0.6371190323322674,0.02542536383333727,0.9304347826086956,0.8956521739130435,0.9608695652173913,0.01677747877781065,0.8471359558316081,0.8061190476190476,0.8864739475500344,0.020576713009863978,0.6404046298520543,0.5960046209001244,0.6826875460715518,0.02209301945226925,0.9652173913043478,0.9391304347826087,0.9869565217391304,0.012057812063472955,0.9188267770876466,0.8876037784679088,0.9471132677708765,0.015289989195561293,0.664163115006811,0.6230943334546841,0.7032020499308278,0.0204531532080246,0.9956521739130435,0.9869565217391304,1.0,0.004362808879982181,0.9851276742581091,0.9714975845410628,0.9958937198067632,0.006310495472844728,0.6828108637222596,0.6452402753523514,0.7186113671554919,0.018807486912989856,1.0,1.0,1.0,0.0,0.9971014492753624,0.991304347826087,1.0,0.0029085392533214427,0.6862245613856024,0.6492785856289844,0.7214701224722178,0.018491765975303436,0.605965392309846,0.5566907295925452,0.6536548799575292,0.024988981339624444,0.6023326432022085,0.5523952726017943,0.6508131469979296,0.025337300206052422
qwen,talent_to_job,observed,230,0.45652173913043476,0.391304347826087,0.5217391304347826,0.0328730602897971,0.40195652173913043,0.3421739130434782,0.46239130434782605,0.03102255436641105,0.45652173913043476,0.391304347826087,0.5217391304347826,0.0328730602897971,0.7956521739130434,0.7391304347826086,0.8478260869565217,0.02661134456479631,0.6980607315389925,0.6440185472739821,0.7498241890959282,0.027402530965367204,0.5860451464102001,0.5344446204801102,0.6358742653250028,0.026028383984061345,0.9173913043478261,0.8782608695652174,0.9521739130434783,0.018170990606511474,0.82851966873706,0.7850715148378191,0.8700970496894409,0.021736090030016912,0.6347219458303488,0.5898589842295671,0.6788450834885036,0.02283120750863926,0.9739130434782609,0.9521739130434783,0.991304347826087,0.010501907865196388,0.9267736369910283,0.8962764837819186,0.9538035714285713,0.01466994806448204,0.6659150960111782,0.6254370330819367,0.7052448435123678,0.02041216960695863,1.0,1.0,1.0,0.0,0.9830572808833679,0.9704968944099379,0.9934782608695653,0.005894063790312484,0.6816126043706039,0.6438344078186834,0.7184741032700617,0.01899621545420031,1.0,1.0,1.0,0.0,0.9978260869565218,0.9942028985507246,1.0,0.0016141969374221382,0.6857869263679874,0.6485767450688092,0.7221692839599483,0.018685874540345638,0.6013812252048716,0.5517557065176063,0.6507748529154838,0.025306655120802792,0.5962957211870256,0.5454914596273293,0.646356884057971,0.02578662406822523
qwen3_embedding,talent_to_job,observed,230,0.45217391304347826,0.3869565217391304,0.5173913043478261,0.03305517646474319,0.4071739130434783,0.3452898550724638,0.46956521739130436,0.03168846284287478,0.45217391304347826,0.3869565217391304,0.5173913043478261,0.03305517646474319,0.7565217391304347,0.7,0.8130434782608695,0.02839395434733001,0.6800483091787439,0.623427536231884,0.7347862318840579,0.02858605323028558,0.5769061274267091,0.5236872117823062,0.6295196251798786,0.027112384143814904,0.9,0.8608695652173913,0.9391304347826087,0.020032530439347957,0.8217632850241546,0.7762077294685991,0.8660881642512077,0.02286529489694103,0.6286333507549609,0.5809081969597415,0.6748278561306724,0.02384259724376827,0.9608695652173913,0.9347826086956522,0.9826086956521739,0.012661435844956706,0.908567977915804,0.8758488612836439,0.9390995514147688,0.016270078563069414,0.6568800034601328,0.6139016041486347,0.6987320432162375,0.021655356085237654,0.991304347826087,0.9782608695652174,1.0,0.006143674248389271,0.9818840579710145,0.9659420289855073,0.9944444444444445,0.007374472698468478,0.677966057023423,0.6388170593659379,0.7164014443120574,0.019750921787381144,1.0,1.0,1.0,0.0,0.9963768115942029,0.9898550724637679,1.0,0.0029991404907155914,0.6818609880241628,0.6435607976158075,0.7194786552319143,0.01942374389283215,0.5921948505132857,0.5409078368135973,0.642353889595048,0.02590646250554538,0.5864717046238785,0.5339246894409938,0.6376727484472049,0.02644634955399162
qwen3_embedding4,talent_to_job,observed,230,0.4608695652173913,0.39565217391304347,0.5260869565217391,0.0331460757755646,0.4077536231884058,0.3470996376811594,0.4689891304347826,0.03131487452593558,0.4608695652173913,0.39565217391304347,0.5260869565217391,0.0331460757755646,0.8,0.7478260869565218,0.8521739130434782,0.02657140364531802,0.7073429951690822,0.652582729468599,0.760411231884058,0.02760274634192574,0.5915055692692418,0.5403827144364574,0.6416212843768142,0.025975427933746877,0.908695652173913,0.8695652173913043,0.9434782608695652,0.01916214651776366,0.842463768115942,0.7978743961352658,0.8837681159420291,0.0216566965597744,0.6421928497909566,0.5966276438056998,0.6861308945831718,0.02298236328270219,0.9608695652173913,0.9347826086956522,0.9826086956521739,0.012779327322096922,0.922336093857833,0.8906507936507936,0.9510566770186335,0.015361895547568165,0.6686449508813649,0.6271877043362447,0.7089460492740518,0.020805567098266368,0.9956521739130435,0.9869565217391304,1.0,0.004362808879982181,0.9845065562456866,0.9709454796411319,0.9951345755693581,0.006249558472001648,0.6860255083513198,0.6480608347881454,0.723640901199397,0.019165812919018803,1.0,1.0,1.0,0.0,0.9963768115942029,0.9898550724637679,1.0,0.0029991404907155914,0.6893142696184715,0.6519141334387334,0.7262954691937318,0.018910112653681,0.6050483862215569,0.555034376584003,0.6552483764089213,0.025518769198897315,0.5995721187025536,0.5483018892339544,0.6505694875776398,0.026056888610102438
qwen3_embedding8,talent_to_job,observed,230,0.4608695652173913,0.39565217391304347,0.5260869565217391,0.033231282947722714,0.40376811594202894,0.3423913043478261,0.46463768115942033,0.03129047339632379,0.4608695652173913,0.39565217391304347,0.5260869565217391,0.033231282947722714,0.8,0.7478260869565218,0.8521739130434782,0.026771949569333035,0.7107729468599034,0.6561340579710145,0.7641086956521739,0.027506673611829183,0.5926058676976536,0.5406073641545854,0.6420491473811858,0.025919283581424753,0.9,0.8608695652173913,0.9391304347826087,0.019937980280257943,0.8325603864734299,0.7878490338164251,0.8749281400966185,0.02233767804681609,0.6385421383013489,0.5922462762387588,0.682683532661792,0.023183756403119704,0.9652173913043478,0.9391304347826087,0.9869565217391304,0.012035833046642595,0.924447895100069,0.8934778295376121,0.9527777777777777,0.015208626282288083,0.668017083952872,0.6266874608249611,0.7075889590317932,0.020764458845547257,0.9956521739130435,0.9869565217391304,1.0,0.004362808879982181,0.9836438923395445,0.9695652173913043,0.994927536231884,0.006502983115352302,0.684152947038247,0.6463636801829558,0.7203943344705352,0.019232217889554006,1.0,1.0,1.0,0.0,0.9957556935817805,0.9886128364389234,1.0,0.003075768226568868,0.6876815326927729,0.6501950431712703,0.7236904884180712,0.018953493627265044,0.6073730505068319,0.5572302909738535,0.6563468918091877,0.025536005440123674,0.6011076604554865,0.5494219720496895,0.6513163388543822,0.02614733855013327
qwen4,talent_to_job,observed,230,0.4826086956521739,0.41739130434782606,0.5478260869565217,0.03280153842811977,0.4221014492753623,0.36086956521739133,0.48188405797101447,0.031000130813171295,0.4826086956521739,0.41739130434782606,0.5478260869565217,0.03280153842811977,0.7695652173913043,0.7130434782608696,0.8217391304347826,0.027775754856438923,0.6817494824016563,0.625547877846791,0.7351570910973084,0.028112111251249003,0.5861403256816597,0.5327556877019541,0.6374157878977459,0.026745498781528248,0.9304347826086956,0.8956521739130435,0.9608695652173913,0.016795459463829338,0.8434092477570738,0.8018822463768116,0.8826604554865425,0.020710778189159552,0.6457177819660377,0.6006965054713609,0.6893382408275271,0.022745178684179763,0.9782608695652174,0.9565217391304348,0.9956521739130435,0.009611309018994301,0.9257625948930297,0.8965000862663906,0.9520779848171153,0.014273704677869961,0.6733073568945603,0.6320631469738826,0.7128554714471285,0.020686182842249205,0.9956521739130435,0.9869565217391304,1.0,0.004362808879982181,0.9849896480331263,0.9710144927536233,0.9956521739130435,0.006424028815134178,0.6902104944438043,0.6514748706194587,0.7264657440457765,0.019208846972477416,1.0,1.0,1.0,0.0,0.9985507246376811,0.9956521739130435,1.0,0.0014745831987941316,0.6938982989036249,0.6560762850452646,0.7300558013166536,0.01889639794281604,0.611807837185075,0.5603648867413255,0.6611317163761217,0.025703731355583414,0.6076224982746722,0.5553183229813665,0.657843555900621,0.026104122675573698
qwen8,talent_to_job,observed,230,0.5,0.43478260869565216,0.5652173913043478,0.03291704643970658,0.4272153209109731,0.3670274327122153,0.48793995859213246,0.030933179467390652,0.5,0.43478260869565216,0.5652173913043478,0.03291704643970658,0.8043478260869565,0.7521739130434782,0.8521739130434782,0.02584475155956821,0.7271428571428571,0.6736206004140787,0.7783048654244306,0.026956184873323626,0.6129986177880989,0.5617787006055946,0.6620340258451743,0.025641245262942744,0.9043478260869565,0.8652173913043478,0.9391304347826087,0.01928009553741752,0.8283022774327122,0.7838437715665977,0.870266994478951,0.022212370916408736,0.650968236440143,0.6057233016404767,0.6957475303199636,0.02303729265906045,0.9739130434782609,0.9521739130434783,0.991304347826087,0.010541906642167437,0.9188440303657694,0.8880456349206348,0.946376811594203,0.014944567364282905,0.6801919416626834,0.6390569597907924,0.7199985138797139,0.020664345072774863,0.9956521739130435,0.9869565217391304,1.0,0.004362808879982181,0.982815734989648,0.9683229813664597,0.9942028985507247,0.006751246242587379,0.6984982851810938,0.6609210031514757,0.7350632164388397,0.019018761561429204,1.0,1.0,1.0,0.0,0.9985507246376811,0.9956521739130435,1.0,0.0014542696266607296,0.7028930703335033,0.6662297082230804,0.7390981777115053,0.018655533686944222,0.6305032691340232,0.580009056580416,0.6804471837731163,0.025425649672378273,0.6241028295376121,0.5725998102139406,0.67500422705314,0.026054425107568863
sheared_llama,talent_to_job,observed,230,0.4391304347826087,0.3739130434782609,0.5043478260869565,0.032876086022154555,0.38456521739130434,0.3255018115942029,0.4458007246376811,0.03098064334189248,0.4391304347826087,0.3739130434782609,0.5043478260869565,0.032876086022154555,0.782608695652174,0.7260869565217392,0.8347826086956521,0.027062504753183288,0.6959903381642513,0.6397578502415459,0.7505803140096619,0.027931057346875576,0.5706905488806642,0.5187812184673287,0.6217790331391875,0.0261908490503624,0.9,0.8608695652173913,0.9391304347826087,0.01990457917220769,0.8183574879227054,0.773332729468599,0.8610628019323671,0.022574703098778223,0.6167274236583052,0.5701082011821733,0.6615181817916215,0.023167161845233403,0.9782608695652174,0.9565217391304348,0.9956521739130435,0.00966441619828566,0.9251311249137335,0.8959346100759145,0.951981193926846,0.014278840392445438,0.6507914638355078,0.609725635602353,0.690831338483364,0.02067529217863687,0.9956521739130435,0.9869565217391304,1.0,0.004362808879982181,0.9848516218081436,0.9708419599723948,0.9956521739130435,0.00645608362097139,0.6685839668081593,0.6304629101918561,0.7059919205702768,0.019194653947044303,1.0,1.0,1.0,0.0,0.9963768115942029,0.9898550724637679,1.0,0.0029991404907155914,0.6718466967524122,0.6347210473897086,0.7089243447960614,0.018914392120813105,0.5810038811581851,0.5309133457790096,0.6309353077214295,0.025601681903056384,0.5749344375431331,0.5235264837819186,0.6259908126293996,0.026137287979896645
snowflake,talent_to_job,observed,230,0.41304347826086957,0.34782608695652173,0.4782608695652174,0.03278228427644805,0.3671739130434783,0.3072463768115942,0.4282608695652174,0.03100395474485886,0.41304347826086957,0.34782608695652173,0.4782608695652174,0.03278228427644805,0.8,0.7478260869565218,0.8521739130434782,0.02653841020947044,0.7138888888888889,0.6595392512077296,0.7663786231884057,0.02722777486653011,0.5801625702966006,0.5304418175325641,0.6288630050176852,0.025232733610403613,0.8869565217391304,0.8434782608695652,0.9260869565217391,0.02093805157104362,0.8148792270531401,0.7681630434782609,0.859228260869565,0.023164496193027306,0.6173721042010277,0.571950365417154,0.6619719895382697,0.023115268145489424,0.9652173913043478,0.9391304347826087,0.9869565217391304,0.012165399383292327,0.9158661145617667,0.8839820565907522,0.9456545893719807,0.015781644726078486,0.6485642086488156,0.6078964822938798,0.6885081202482473,0.020615102733235705,0.9956521739130435,0.9869565217391304,1.0,0.004362808879982181,0.9821946169772257,0.9671488957902002,0.9939613526570047,0.0069570103424452375,0.6678481087777839,0.6306322564798877,0.704958281904294,0.018924321879683816,1.0,1.0,1.0,0.0,0.9986542443064182,0.996583850931677,1.0,0.0009645900224856582,0.6725209121298239,0.6362927407938405,0.7086492529462327,0.0184889996345991,0.5820183094506179,0.5335657758221698,0.6312391783293978,0.024838779554247764,0.5750517598343685,0.5252501293995858,0.625760653899241,0.02550926827083738
